1 Day Post Growth Rank,Change in 1 Day Post Growth Rank,Sound Title,Sound Artist,Sound URL,Sound Sodatone ID,Total Post Count,Post Count 1 Day Delta,Post Count 2 Day Delta,Post Count 3 Day Delta,3 Day Post Growth Rank,Change in 3 Day Post Growth Rank,Post Count 7 Day Delta,7 Day Post Growth Rank,Change in 7 Day Post Growth Rank,Post Count 14 Day Delta,Week Over Week Growth,Chances of Reaching 50K Posts,Chances of Reaching 100K Posts,Chances of Reaching 500K Posts,Chances of Reaching 1M posts,5 Day Post Count Growth Rate,7 Day Delta Over Total Posts,7 Day Delta Over 14 Day Delta,3 Day Delta Over 7 Day Delta,2 Day Delta Over 3 Day Delta,1 Day Delta Over 3 Day Delta
214,+121,Paradise,Coldplay,https://www.tiktok.com/music/som-original-7020525918921804549?_r=1&language=en&source=h5_m&u_code=e0chefd2j96330&_d=e0chefd2j96330&share_music_id=7020525918921804549,429210074,24119,96.0,146.0,208.0,0,0,361.0,0,0,735.0,-0.034759358288770054,0.496,0.283,0.035,0.016,0.002122911564853246,0.01496745304531697,0.49115646258503404,0.5761772853185596,0.7019230769230769,0.46153846153846156
215,+286,Right Foot Creep,YoungBoy Never Broke Again,https://m.tiktok.com/h5/share/music/7062639928403888897.html?language=en&source=h5_m&u_code=e0ci8g1948h78c&_d=e0ci8g1948h78c&share_music_id=7062639928403888897,467425332,680,95.0,120.0,294.0,0,0,541.0,0,0,670.0,3.193798449612403,0.102,0.058,0.035,0.016,0.1986817325800376,0.7955882352941176,0.8074626865671641,0.5434380776340111,0.40816326530612246,0.3231292517006803
216,-62,Light Switch,Charlie Puth,https://m.tiktok.com/h5/share/music/7065232407003286298.html?language=en&source=h5_m&u_code=e0chdgf134cma1&_d=e0chdgf134cma1&share_music_id=7065232407003286298,470617837,1344,94.0,262.0,381.0,0,0,956.0,0,0,nan,nan,0.102,0.058,0.035,0.016,0.13224675056736118,0.7113095238095238,nan,0.3985355648535565,0.6876640419947506,0.24671916010498687
217,+30,Island In The Sun,Weezer,https://www.tiktok.com/music/Island-In-The-Sun-6927287043793881089?_r=1&language=en&source=h5_m&u_code=e0ci70lheh9fah&_d=e0ci70lheh9fah&share_music_id=6927287043793881089,343817810,8156,93.0,175.0,277.0,0,0,605.0,0,0,1039.0,0.39400921658986177,0.102,0.058,0.035,0.016,0.01129011797539008,0.07417851888180481,0.5822906641000962,0.4578512396694215,0.631768953068592,0.33574007220216606
218,+41,Sparks,Coldplay,https://www.tiktok.com/music/always-look-out-for-you-7048512240152234799?_r=1&language=en&source=h5_m&u_code=e0ci934752k1ba&_d=e0ci934752k1ba&share_music_id=7048512240152234799,449845281,32142,92.0,170.0,262.0,0,0,417.0,0,0,998.0,-0.2822719449225473,0.671,0.382,0.035,0.016,0.0024964873544761827,0.012973679298114616,0.41783567134268534,0.6282973621103117,0.648854961832061,0.3511450381679389
219,+33,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay,https://www.tiktok.com/music/original-sound-7020919149426068230?_r=1&language=en&source=h5_m&u_code=e0ci58ibg4e3kl&_d=e0ci58ibg4e3kl&share_music_id=7020919149426068230,429714961,57813,92.0,172.0,285.0,0,0,815.0,0,0,1779.0,-0.1545643153526971,1.0,0.58,0.035,0.016,0.0021502832250072813,0.014097175375780533,0.45812254075323217,0.3496932515337423,0.6035087719298246,0.32280701754385965
220,-26,Haunted,Laura Les,https://www.tiktok.com/music/Haunted-6937573901293144065?_r=1&language=en&source=h5_m&u_code=e0ci7m0m3k607d&_d=e0ci7m0m3k607d&share_music_id=6937573901293144065,329218596,37903,92.0,217.0,327.0,0,0,1042.0,0,0,3155.0,-0.5068622811168955,0.671,0.382,0.035,0.016,0.0040522527326046385,0.027491227607313404,0.33026941362916007,0.31381957773512476,0.6636085626911316,0.28134556574923547
221,+172,Water Fountain,Alec Benjamin,https://www.tiktok.com/music/%D0%BE%D1%80%D0%B8%D0%B3%D0%B8%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9-%D0%B7%D0%B2%D1%83%D0%BA-7013708202009168642?_r=1&language=en&source=h5_m&u_code=e0ci2makg9gbc8&_d=e0ci2makg9gbc8&share_music_id=7013708202009168642,425585230,77824,91.0,130.0,277.0,0,0,285.0,0,0,-327.0,-1.4656862745098038,1.0,0.72,0.035,0.016,0.0009100588573477047,0.003662109375,-0.8715596330275229,0.9719298245614035,0.4693140794223827,0.3285198555956679
222,+181,23 Island,JayDaYoungan,https://m.tiktok.com/h5/share/music/6892920400750185222.html?language=en&source=h5_m&u_code=e0ci2980dg43l2&_d=e0ci2980dg43l2&share_music_id=6892920400750185222,206834691,27166,91.0,129.0,209.0,0,0,247.0,0,0,287.0,5.175,0.496,0.283,0.035,0.016,0.0017937751554727864,0.009092247662519325,0.8606271777003485,0.8461538461538461,0.6172248803827751,0.4354066985645933
223,+94,Kings & Queens,Ava Max,https://m.tiktok.com/h5/share/music/6873146418958224129.html?language=en&source=h5_m&u_code=e0chj96dh17e03&_d=e0chj96dh17e03&share_music_id=6873146418958224129,187127729,9172,90.0,147.0,172.0,0,0,334.0,0,0,501.0,1.0,0.102,0.058,0.035,0.016,0.0052201341685548,0.036415176624509375,0.6666666666666666,0.5149700598802395,0.8546511627906976,0.5232558139534884
224,+109,nan,nan,https://www.tiktok.com/music/this-isnt-trending-ur-just-gay-7038968097499400965?_r=1&language=en&source=h5_m&u_code=e0ci86hfgcki3b&_d=e0ci86hfgcki3b&share_music_id=7038968097499400965,441940143,51040,88.0,138.0,174.0,0,0,308.0,0,0,445.0,1.2481751824817517,1.0,0.58,0.035,0.016,0.0009829246332708193,0.00603448275862069,0.6921348314606741,0.564935064935065,0.7931034482758621,0.5057471264367817
225,+25,CoCo,O.T. Genasis,https://www.tiktok.com/music/CoCo-224285623996518400?_r=1&language=en&source=h5_m&u_code=e0chi55fgjf5l5&_d=e0chi55fgjf5l5&share_music_id=224285623996518400,191767,85584,88.0,169.0,254.0,0,0,411.0,0,0,629.0,0.8853211009174312,1.0,0.818,0.035,0.016,0.0007919882654518699,0.004802299495232754,0.6534181240063593,0.6180048661800487,0.6653543307086615,0.3464566929133858
226,-39,Wow,Tion Wayne,https://www.tiktok.com/music/Wow-6968852015645247490?_r=1&language=en&source=h5_m&u_code=e0ci27gb58hh0b&_d=e0ci27gb58hh0b&share_music_id=6968852015645247490,400475539,27405,87.0,220.0,416.0,0,0,922.0,0,0,1739.0,0.12851897184822522,0.496,0.283,0.035,0.016,0.005219902265659707,0.03364349571246123,0.5301897642323175,0.4511930585683297,0.5288461538461539,0.2091346153846154
227,+24,Shape of You,Ed Sheeran,https://m.tiktok.com/h5/share/music/6705004477235070977.html?language=en&source=h5_m&u_code=e0ci8f5ek2l962&_d=e0ci8f5ek2l962&share_music_id=6705004477235070977,121230388,8323,85.0,167.0,243.0,0,0,497.0,0,0,596.0,4.02020202020202,0.102,0.058,0.035,0.016,0.010280929495119655,0.05971404541631623,0.8338926174496645,0.48893360160965793,0.6872427983539094,0.3497942386831276
228,-8,Runaway Baby,Bruno Mars,https://www.tiktok.com/music/R-U-N-A-W-A-Y-6980372115635669766?_r=1&language=en&source=h5_m&u_code=e0chb49gim3k2k&_d=e0chb49gim3k2k&share_music_id=6980372115635669766,407703452,43146,85.0,186.0,491.0,0,0,1001.0,0,0,2054.0,-0.04938271604938271,0.82,0.478,0.035,0.016,0.003634354012308198,0.023200296667130207,0.4873417721518987,0.4905094905094905,0.3788187372708758,0.17311608961303462
229,+16,nan,nan,https://www.tiktok.com/music/No-Switch-7058020701672622082?_r=1&language=en&source=h5_m&u_code=e0chk34j2k68eb&_d=e0chk34j2k68eb&share_music_id=7058020701672622082,464274452,3300,83.0,166.0,302.0,0,0,797.0,0,0,1552.0,0.05562913907284768,0.102,0.058,0.035,0.016,0.037740899357601616,0.24151515151515152,0.5135309278350515,0.37892095357590966,0.5496688741721855,0.27483443708609273
230,+186,Going Bad (feat. Drake),Meek Mill,https://m.tiktok.com/h5/share/music/6704972250308675586.html?language=en&source=h5_m&u_code=e0chm9hiecdm9k&_d=e0chm9hiecdm9k&share_music_id=6704972250308675586,4995171,119034,82.0,117.0,164.0,0,0,382.0,0,0,870.0,-0.21721311475409835,1.0,1.0,0.273,0.13,0.0004442051420110623,0.0032091671287195257,0.43908045977011495,0.4293193717277487,0.7134146341463414,0.5
231,+456,love nwantiti (feat. ElGrande Toto) - North African Remix,CKay,https://m.tiktok.com/h5/share/music/6862274651582629890.html?language=en&source=h5_m&u_code=e0ci64k6520i54&_d=e0ci64k6520i54&share_music_id=6862274651582629890,194404079,453283,82.0,79.0,-65.0,0,0,369.0,0,0,1663.0,-0.7148377125193199,1.0,1.0,0.827,0.381,2.2946366398804502e-05,0.0008140609729462609,0.22188815393866507,-0.17615176151761516,-1.2153846153846153,-1.2615384615384615
232,+388,nan,nan,https://www.tiktok.com/music/Beg-For-You-feat-Rina-Sawayama-7054888818105436162?_r=1&language=en&source=h5_m&u_code=e0ci001ae8e5fi&_d=e0ci001ae8e5fi&share_music_id=7054888818105436162,458911716,23440,82.0,93.0,99.0,0,0,190.0,0,0,228.0,4.0,0.496,0.283,0.035,0.016,0.0011312023309624413,0.008105802047781569,0.8333333333333334,0.5210526315789473,0.9393939393939394,0.8282828282828283
233,+81,Rather Be (feat. Jess Glynne),Clean Bandit,https://www.tiktok.com/music/original-sound-6844631673582324486?_r=1&language=en&source=h5_m&u_code=e0chg49h7946h8&_d=e0chg49h7946h8&share_music_id=6844631673582324486,90158381,8516,82.0,138.0,226.0,0,0,859.0,0,0,1541.0,0.2595307917888563,0.102,0.058,0.035,0.016,0.009792098789252898,0.10086895255988727,0.5574302401038287,0.2630966239813737,0.6106194690265486,0.36283185840707965
234,+249,Riptide,Vance Joy,https://m.tiktok.com/h5/share/music/7062232585912503045.html?language=en&source=h5_m&u_code=e0ci5dfe5dafm8&_d=e0ci5dfe5dafm8&share_music_id=7062232585912503045,467156246,3584,81.0,107.0,141.0,0,0,312.0,0,0,911.0,-0.4791318864774624,0.102,0.058,0.035,0.016,0.012317703794085205,0.08705357142857142,0.3424807903402854,0.4519230769230769,0.7588652482269503,0.574468085106383
235,+23,That's What I Like,Bruno Mars,https://m.tiktok.com/h5/share/music/6704975407050917890.html?language=en&source=h5_m&u_code=e0che5bg02agd7&_d=e0che5bg02agd7&share_music_id=6704975407050917890,148644971,25297,81.0,159.0,305.0,0,0,671.0,0,0,1479.0,-0.16955445544554457,0.496,0.283,0.035,0.016,0.004279726097529759,0.026524884373641144,0.45368492224476,0.45454545454545453,0.521311475409836,0.26557377049180325
236,+156,8 Letters,Why Don't We,https://m.tiktok.com/h5/share/music/6588029439597087490.html?language=en&source=h5_m&u_code=e0chi62m80bild&_d=e0chi62m80bild&share_music_id=6588029439597087490,1846024,40052,81.0,119.0,142.0,0,0,254.0,0,0,350.0,1.6458333333333333,0.82,0.478,0.035,0.016,0.0009571535955900047,0.006341755717567163,0.7257142857142858,0.5590551181102362,0.8380281690140845,0.5704225352112676
237,+124,23,Mike WiLL Made-It,https://www.tiktok.com/music/23-Miley-Cyrus-6951153682012474118?_r=1&language=en&source=h5_m&u_code=e0chh6jja07934&_d=e0chh6jja07934&share_music_id=6951153682012474118,392369342,11387,80.0,126.0,149.0,0,0,645.0,0,0,812.0,2.8622754491017965,0.303,0.174,0.035,0.016,0.006591522123577577,0.05664354087995082,0.7943349753694581,0.2310077519379845,0.8456375838926175,0.5369127516778524
238,-14,Unstoppable,Sia,https://www.tiktok.com/music/Part-2-is-out-7006272773077076742?_r=1&language=en&source=h5_m&u_code=e0chee81kf9d86&_d=e0chee81kf9d86&share_music_id=7006272773077076742,420190577,18192,80.0,180.0,284.0,0,0,641.0,0,0,1281.0,0.0015625,0.303,0.174,0.035,0.016,0.005314576006252483,0.03523526824978012,0.5003903200624512,0.44305772230889234,0.6338028169014085,0.28169014084507044
239,-2,I Don't Get Tired (#IDGT) (feat. August Alsina),Kevin Gates,https://m.tiktok.com/h5/share/music/6704930306975090689.html?language=en&source=h5_m&u_code=e0ci602f440hjg&_d=e0ci602f440hjg&share_music_id=6704930306975090689,65553580,32570,79.0,166.0,231.0,0,0,429.0,0,0,807.0,0.1349206349206349,0.671,0.382,0.035,0.016,0.0020835265386874853,0.0131716303346638,0.5315985130111525,0.5384615384615384,0.7186147186147186,0.341991341991342
240,-34,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,https://www.tiktok.com/music/original-sound-TikTok-User-7024690265134877467?_r=1&language=en&source=h5_m&u_code=e0ci755g992l56&_d=e0ci755g992l56&share_music_id=7024690265134877467,432748730,39355,78.0,193.0,271.0,0,0,440.0,0,0,853.0,0.06537530266343826,0.671,0.382,0.035,0.016,0.001672044137874463,0.011180282048024393,0.5158264947245017,0.615909090909091,0.7121771217712177,0.2878228782287823
241,-5,Money,Cardi B,https://m.tiktok.com/h5/share/music/6617669791106747141.html?language=en&source=h5_m&u_code=e0ci8bjd9mlfjd&_d=e0ci8bjd9mlfjd&share_music_id=6617669791106747141,14448,410245,77.0,165.0,244.0,0,0,690.0,0,0,1641.0,-0.2744479495268139,1.0,1.0,0.827,0.381,0.00021317166758284568,0.0016819217784494632,0.42047531992687387,0.3536231884057971,0.6762295081967213,0.3155737704918033
242,+35,"Tag, You're It",Melanie Martinez,https://m.tiktok.com/h5/share/music/7054391415320644358.html?language=en&source=h5_m&u_code=e0ci0747emd85m&_d=e0ci0747emd85m&share_music_id=7054391415320644358,468715209,5713,77.0,148.0,162.0,0,0,310.0,0,0,3616.0,-0.9062310949788264,0.102,0.058,0.035,0.016,0.008072362968034917,0.05426220899702433,0.08573008849557522,0.5225806451612903,0.9135802469135802,0.47530864197530864
243,-11,Visiting Hours,Ed Sheeran,https://www.tiktok.com/music/Visiting-Hours-6997399823650179074?_r=1&language=en&source=h5_m&u_code=e0che7klm0i9fb&_d=e0che7klm0i9fb&share_music_id=6997399823650179074,415428572,27248,76.0,168.0,237.0,0,0,521.0,0,0,1200.0,-0.23269513991163476,0.496,0.283,0.035,0.016,0.0027536993582103104,0.01912066940692895,0.43416666666666665,0.45489443378119004,0.7088607594936709,0.3206751054852321
244,+176,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay,https://www.tiktok.com/music/son-original-7032993502183066373?_r=1&language=en&source=h5_m&u_code=e0ci4b3jgb9bib&_d=e0ci4b3jgb9bib&share_music_id=7032993502183066373,439255937,17763,75.0,110.0,106.0,0,0,210.0,0,0,1017.0,-0.7397769516728625,0.303,0.174,0.035,0.016,0.0015866359917041603,0.011822327309576086,0.20648967551622419,0.5047619047619047,1.0377358490566038,0.7075471698113207
245,+52,Like My Father,Jax,https://www.tiktok.com/music/Like-My-Father-6968357239107930114?_r=1&language=en&source=h5_m&u_code=e0cheife614l99&_d=e0cheife614l99&share_music_id=6968357239107930114,400390180,42634,75.0,137.0,191.0,0,0,610.0,0,0,1310.0,-0.12857142857142856,0.82,0.478,0.035,0.016,0.0021175749286675054,0.014307829431908805,0.46564885496183206,0.31311475409836065,0.7172774869109948,0.39267015706806285
246,+437,nan,nan,https://www.tiktok.com/music/Ryte-Night-6890160150745712642?_r=1&language=en&source=h5_m&u_code=e0chk309266h08&_d=e0chk309266h08&share_music_id=6890160150745712642,221054996,119301,75.0,73.0,238.0,0,0,1032.0,0,0,2485.0,-0.28974535443909155,1.0,1.0,0.273,0.13,0.0011698639024709768,0.008650388513088742,0.4152917505030181,0.23062015503875968,0.3067226890756303,0.31512605042016806
247,+15,Deep End,Birdy,https://www.tiktok.com/music/deep-end-by-birdy-6981136678744378118?_r=1&language=en&source=h5_m&u_code=e0chie3ekfbigl&_d=e0chie3ekfbigl&share_music_id=6981136678744378118,407560732,5347,75.0,151.0,174.0,0,0,244.0,0,0,314.0,2.4857142857142858,0.102,0.058,0.035,0.016,0.006305509631281514,0.045633065270245,0.7770700636942676,0.7131147540983607,0.867816091954023,0.43103448275862066
248,+37,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",Ty Dolla $ign,https://m.tiktok.com/h5/share/music/6893997055862164229.html?language=en&source=h5_m&u_code=e0ci7f49a0i838&_d=e0ci7f49a0i838&share_music_id=6893997055862164229,210550937,16917,75.0,144.0,186.0,0,0,203.0,0,0,369.0,0.22289156626506024,0.303,0.174,0.035,0.016,0.0024227523899319828,0.011999763551457114,0.5501355013550135,0.916256157635468,0.7741935483870968,0.4032258064516129
249,+76,Haunted,Laura Les,https://m.tiktok.com/h5/share/music/7064151676173699846.html?language=en&source=h5_m&u_code=e0ci5km92d8hd5&_d=e0ci5km92d8hd5&share_music_id=7064151676173699846,468874957,987,74.0,127.0,186.0,0,0,471.0,0,0,897.0,0.1056338028169014,0.102,0.058,0.035,0.016,0.08385956049507463,0.47720364741641336,0.5250836120401338,0.39490445859872614,0.6827956989247311,0.3978494623655914
250,-76,Count on Me,Bruno Mars,https://m.tiktok.com/h5/share/music/6655490264183868162.html?language=en&source=h5_m&u_code=e0ci5am8aegd16&_d=e0ci5am8aegd16&share_music_id=6655490264183868162,82413,470840,74.0,217.0,360.0,0,0,591.0,0,0,890.0,0.9765886287625418,1.0,1.0,0.827,0.381,0.0002559002652096433,0.001255203466145612,0.6640449438202247,0.6091370558375635,0.6027777777777777,0.20555555555555555
251,-38,See You Again (feat. Charlie Puth),Wiz Khalifa,https://www.tiktok.com/music/see-you-again-7023720440267131654?_r=1&language=en&source=h5_m&u_code=e0ci0fagdk31ei&_d=e0ci0fagdk31ei&share_music_id=7023720440267131654,432095545,6898,73.0,179.0,333.0,0,0,679.0,0,0,938.0,1.6216216216216217,0.102,0.058,0.035,0.016,0.01835533737841884,0.0984343287909539,0.7238805970149254,0.49042709867452133,0.5375375375375375,0.21921921921921922
252,-17,Here's Your Perfect,Jamie Miller,https://www.tiktok.com/music/Here%E2%80%99s-Your-Perfect-with-salem-ilese-6994730082933835777?_r=1&language=en&source=h5_m&u_code=e0ci3518hc5a05&_d=e0ci3518hc5a05&share_music_id=6994730082933835777,414122060,33433,73.0,164.0,263.0,0,0,639.0,0,0,1370.0,-0.12585499316005472,0.671,0.382,0.035,0.016,0.0026950440130230754,0.019112852570813268,0.4664233576642336,0.41158059467918623,0.623574144486692,0.27756653992395436
253,-13,Happiest Year,Jaymes Young,https://www.tiktok.com/music/original-sound-7031551616746605317?_r=1&language=en&source=h5_m&u_code=e0ci4jm2hg276c&_d=e0ci4jm2hg276c&share_music_id=7031551616746605317,442421676,15526,72.0,157.0,256.0,0,0,635.0,0,0,1301.0,-0.046546546546546545,0.303,0.174,0.035,0.016,0.005987788579963814,0.040899136931598606,0.4880860876249039,0.4031496062992126,0.61328125,0.28125
254,+19,Still into You,Paramore,https://www.tiktok.com/music/Still-Into-You-Drill-7020216921152817154?_r=1&language=en&source=h5_m&u_code=e0chi319m84660&_d=e0chi319m84660&share_music_id=7020216921152817154,429166221,93919,72.0,145.0,211.0,0,0,620.0,0,0,1421.0,-0.22596754057428214,1.0,0.909,0.035,0.016,0.000965018094089202,0.006601433149841885,0.4363124560168895,0.3403225806451613,0.6872037914691943,0.3412322274881517
255,+37,See You Again (feat. Charlie Puth),Wiz Khalifa,https://m.tiktok.com/h5/share/music/6876802222965918469.html?language=en&source=h5_m&u_code=e0chdje57id950&_d=e0chdje57id950&share_music_id=6876802222965918469,191834808,74879,72.0,138.0,334.0,0,0,379.0,0,0,285.0,-5.031914893617022,1.0,0.72,0.035,0.016,0.0010748998815197247,0.005061499218739566,1.3298245614035087,0.8812664907651715,0.41317365269461076,0.2155688622754491
256,+423,Sweet but Psycho - Ricky Retro Remix,Ava Max,https://m.tiktok.com/h5/share/music/6869039022665107464.html?language=en&source=h5_m&u_code=e0ci001f6m713g&_d=e0ci001f6m713g&share_music_id=6869039022665107464,183132538,3634,72.0,73.0,156.0,0,0,408.0,0,0,737.0,0.24012158054711247,0.102,0.058,0.035,0.016,0.017666416488655468,0.11227297743533296,0.55359565807327,0.38235294117647056,0.46794871794871795,0.46153846153846156
257,-64,Pree Me,Burna Boy,https://www.tiktok.com/music/PREE-ME-7033644040025361153?_r=1&language=en&source=h5_m&u_code=e0ci67hkef6ell&_d=e0ci67hkef6ell&share_music_id=7033644040025361153,441983800,13492,71.0,196.0,348.0,0,0,664.0,0,0,562.0,-7.509803921568627,0.303,0.174,0.035,0.016,0.00951221368236816,0.049214349243996446,1.1814946619217082,0.5240963855421686,0.5632183908045977,0.20402298850574713
258,-10,Fix You,Coldplay,https://www.tiktok.com/music/Fix-You-6836857885620717570?_r=1&language=en&source=h5_m&u_code=e0chafaif5bd9a&_d=e0chafaif5bd9a&share_music_id=6836857885620717570,148623593,37964,71.0,152.0,252.0,0,0,632.0,0,0,1153.0,0.21305182341650672,0.671,0.382,0.035,0.016,0.0023976744679497087,0.01664735012116742,0.5481352992194276,0.3987341772151899,0.6031746031746031,0.28174603174603174
259,+13,Smokin Out The Window,Bruno Mars,https://m.tiktok.com/h5/share/music/7052433064080788270.html?language=en&source=h5_m&u_code=e0chkf47e2lfl7&_d=e0chkf47e2lfl7&share_music_id=7052433064080788270,454960229,11470,70.0,144.0,236.0,0,0,452.0,0,0,1214.0,-0.4068241469816273,0.303,0.174,0.035,0.016,0.006023668218486732,0.03940714908456844,0.3723228995057661,0.5221238938053098,0.6101694915254238,0.2966101694915254
260,-16,Let Me Down Slowly,Alec Benjamin,https://www.tiktok.com/music/original-sound-7005174480699984641?_r=1&language=en&source=h5_m&u_code=e0chi88ekd2g1l&_d=e0chi88ekd2g1l&share_music_id=7005174480699984641,419780849,5347,69.0,153.0,215.0,0,0,210.0,0,0,245.0,5.0,0.102,0.058,0.035,0.016,0.008116569396668341,0.039274359453899385,0.8571428571428571,1.0238095238095237,0.7116279069767442,0.3209302325581395
261,+161,I.F.L.Y.,Bazzi,https://www.tiktok.com/music/original-sound-6918519587189328642?_r=1&language=en&source=h5_m&u_code=e0chigk7jbj75f&_d=e0chigk7jbj75f&share_music_id=6918519587189328642,412888651,39499,69.0,103.0,120.0,0,0,214.0,0,0,1572.0,-0.8424153166421208,0.671,0.382,0.035,0.016,0.0005990577532289675,0.0054178586799665815,0.1361323155216285,0.5607476635514018,0.8583333333333333,0.575
262,-59,Talk Dirty (feat. 2 Chainz),Jason Derulo,https://m.tiktok.com/h5/share/music/6906267244771478278.html?language=en&source=h5_m&u_code=e0ci6k866i7abe&_d=e0ci6k866i7abe&share_music_id=6906267244771478278,270125267,13371,68.0,186.0,206.0,0,0,336.0,0,0,396.0,4.6,0.303,0.174,0.035,0.016,0.004281614867224362,0.025129010545209784,0.8484848484848485,0.6130952380952381,0.9029126213592233,0.3300970873786408
