1 Day Post Growth Rank,Change in 1 Day Post Growth Rank,Sound Title,Sound Artist,Sound URL,Sound Sodatone ID,Total Post Count,Post Count 1 Day Delta,Post Count 2 Day Delta,Post Count 3 Day Delta,3 Day Post Growth Rank,Change in 3 Day Post Growth Rank,Post Count 7 Day Delta,7 Day Post Growth Rank,Change in 7 Day Post Growth Rank,Post Count 14 Day Delta,Week Over Week Growth,Chances of Reaching 50K Posts,Chances of Reaching 100K Posts,Chances of Reaching 500K Posts,Chances of Reaching 1M posts,5 Day Post Count Growth Rate,7 Day Delta Over Total Posts,7 Day Delta Over 14 Day Delta,3 Day Delta Over 7 Day Delta,2 Day Delta Over 3 Day Delta,1 Day Delta Over 3 Day Delta
155,-3,Heartburn - Felix Cartal Remix,Wafia,https://www.tiktok.com/music/Valuta-il-mio-ScreenShot-6976230361801984773?_r=1&language=en&source=h5_m&u_code=e0chb47djm09m2&_d=e0chb47djm09m2&share_music_id=6976230361801984773,404860607,40247,151.0,326.0,449.0,0,0,837.0,0,0,1730.0,-0.06270996640537514,0.82,0.478,0.035,0.016,0.0031890958034512546,0.02079658111163565,0.4838150289017341,0.5364396654719236,0.7260579064587973,0.3363028953229399
156,-16,Right Foot Creep,YoungBoy Never Broke Again,https://m.tiktok.com/h5/share/music/6873858900312017670.html?language=en&source=h5_m&u_code=e0chhemi89562l&_d=e0chhemi89562l&share_music_id=6873858900312017670,234015643,7092,151.0,359.0,490.0,0,0,1090.0,0,0,1726.0,0.7138364779874213,0.102,0.058,0.035,0.016,0.027838693957115038,0.15369430344049634,0.6315179606025493,0.44954128440366975,0.7326530612244898,0.3081632653061224
157,+21,Neon Guts (feat. Pharrell Williams),Lil Uzi Vert,https://www.tiktok.com/music/neon-guts-7042733475153120005?_r=1&language=en&source=h5_m&u_code=e0che2cd1dhceg&_d=e0che2cd1dhceg&share_music_id=7042733475153120005,445872513,39622,150.0,292.0,503.0,0,0,1575.0,0,0,4133.0,-0.3842845973416732,0.671,0.382,0.035,0.016,0.0055144517549474276,0.03975064358184847,0.3810791192838132,0.31936507936507935,0.5805168986083499,0.2982107355864811
158,+53,Beautiful (feat. Camila Cabello),Bazzi,https://m.tiktok.com/h5/share/music/6586153752045030146.html?language=en&source=h5_m&u_code=e0ci2j0d8e4i1l&_d=e0ci2j0d8e4i1l&share_music_id=6586153752045030146,383665,230818,150.0,260.0,392.0,0,0,997.0,0,0,1807.0,0.2308641975308642,1.0,1.0,0.172,0.211,0.0006450016711012593,0.004319420495801887,0.551743220807969,0.39317953861584753,0.6632653061224489,0.3826530612244898
159,-3,Just the Way You Are,Bruno Mars,https://m.tiktok.com/h5/share/music/6705031666038999042.html?language=en&source=h5_m&u_code=e0chh46f1a81d5&_d=e0chh46f1a81d5&share_music_id=6705031666038999042,54420420,80708,149.0,320.0,421.0,0,0,999.0,0,0,2279.0,-0.21953125,1.0,0.818,0.035,0.016,0.0018489216700097702,0.012377955097388114,0.4383501535761299,0.4214214214214214,0.7600950118764845,0.35391923990498814
160,+55,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,https://m.tiktok.com/h5/share/music/173114403095998464.html?language=en&source=h5_m&u_code=e0chkf47e2lfl7&_d=e0chkf47e2lfl7&share_music_id=173114403095998464,424241,1918242,148.0,254.0,368.0,0,0,808.0,0,0,1661.0,-0.05275498241500586,1.0,1.0,1.0,1.0,5.808483556159052e-05,0.00042121901199118774,0.4864539434075858,0.45544554455445546,0.6902173913043478,0.40217391304347827
161,+110,Cake,Melanie Martinez,https://www.tiktok.com/music/c-a-k-e-7049492818972330799?_r=1&language=en&source=h5_m&u_code=e0chd71g78ab40&_d=e0chd71g78ab40&share_music_id=7049492818972330799,450497635,11986,147.0,221.0,291.0,0,0,348.0,0,0,425.0,3.5194805194805197,0.303,0.174,0.035,0.016,0.005646151746724953,0.02903387285166027,0.8188235294117647,0.8362068965517241,0.7594501718213058,0.5051546391752577
162,+38,Bodak Yellow,Cardi B,https://m.tiktok.com/h5/share/music/241432913383276544.html?language=en&source=h5_m&u_code=e0ci1mm1dai96f&_d=e0ci1mm1dai96f&share_music_id=241432913383276544,1881612,1458576,147.0,267.0,420.0,0,0,1047.0,0,0,2042.0,0.05226130653266332,1.0,1.0,1.0,1.0,0.00010204747841232678,0.0007178234113272123,0.5127326150832517,0.40114613180515757,0.6357142857142857,0.35
163,+68,We Don't Talk Anymore,Charlie Puth,https://m.tiktok.com/h5/share/music/7062607265475365659.html?language=en&source=h5_m&u_code=e0ci39bmikjfhf&_d=e0ci39bmikjfhf&share_music_id=7062607265475365659,467089635,10560,145.0,239.0,271.0,0,0,582.0,0,0,1180.0,-0.026755852842809364,0.303,0.174,0.035,0.016,0.007703680647420505,0.055113636363636365,0.49322033898305084,0.46563573883161513,0.8819188191881919,0.5350553505535055
164,N/A,Carousel,Melanie Martinez,https://www.tiktok.com/music/original-sound-7021403637704444674?_r=1&language=en&source=h5_m&u_code=e0chd1d34kj1k3&_d=e0chd1d34kj1k3&share_music_id=7021403637704444674,430256745,38990,144.0,254.0,302.0,0,0,161.0,0,0,-61.0,-1.7252252252252251,0.671,0.382,0.035,0.016,0.00144579557483283,0.004129263913824057,-2.639344262295082,1.875776397515528,0.8410596026490066,0.4768211920529801
165,+235,Galway Girl,Ed Sheeran,https://www.tiktok.com/music/original-sound-7023846210129693446?_r=1&language=en&source=h5_m&u_code=e0chk694h8db6b&_d=e0chk694h8db6b&share_music_id=7023846210129693446,433399098,23714,142.0,180.0,283.0,0,0,860.0,0,0,791.0,-13.46376811594203,0.496,0.283,0.035,0.016,0.005280787503845327,0.036265497174664756,1.0872313527180784,0.32906976744186045,0.6360424028268551,0.5017667844522968
166,N/A,Every Teardrop Is A Waterfall (Coldplay Vs. Swedish House Mafia),Coldplay,https://www.tiktok.com/music/nh%E1%BA%A1c-n%E1%BB%81n-H%E1%BB%93ng-Th%E1%BA%AFm-6960251361506134786?_r=1&language=en&source=h5_m&u_code=e0chcilj4j6cec&_d=e0chcilj4j6cec&share_music_id=6960251361506134786,395371234,15923,141.0,168.0,179.0,0,0,197.0,0,0,215.0,9.944444444444445,0.303,0.174,0.035,0.016,0.002094174387612641,0.01237204044463983,0.9162790697674419,0.9086294416243654,0.9385474860335196,0.7877094972067039
167,+55,nan,nan,https://www.tiktok.com/music/Scorn-by-jasiah-Ft-darkie-7060610036095175471?_r=1&language=en&source=h5_m&u_code=e0chikfaa6a32m&_d=e0chikfaa6a32m&share_music_id=7060610036095175471,465539552,3733,139.0,239.0,343.0,0,0,834.0,0,0,1541.0,0.17963224893917965,0.102,0.058,0.035,0.016,0.03842036398239557,0.22341280471470668,0.5412070084360805,0.41127098321342925,0.6967930029154519,0.40524781341107874
168,+533,Primadonna,MARINA,https://www.tiktok.com/music/ive-got-a-big-egoooo-7038978766038731525?_r=1&language=en&source=h5_m&u_code=e0chigk7jbj75f&_d=e0chigk7jbj75f&share_music_id=7038978766038731525,442918432,1254527,136.0,-956.0,-1081.0,0,0,2226.0,0,0,7199.0,-0.5523828674844159,1.0,1.0,1.0,1.0,0.00021361890673988373,0.001774373927384584,0.30920961244617307,-0.48562443845462716,0.8843663274745606,-0.12580943570767808
169,-12,Wiggle (feat. Snoop Dogg),Jason Derulo,https://m.tiktok.com/h5/share/music/7059587244403051269.html?language=en&source=h5_m&u_code=e0ci5agcc2keda&_d=e0ci5agcc2keda&share_music_id=7059587244403051269,464557957,22670,135.0,306.0,520.0,0,0,1116.0,0,0,4027.0,-0.6166265888010993,0.496,0.283,0.035,0.016,0.0077441715631854985,0.04922805469783855,0.2771293767072262,0.4659498207885305,0.5884615384615385,0.25961538461538464
170,+34,Count On Me,Bruno Mars,https://www.tiktok.com/music/sonido-original-6908761262444890886?_r=1&language=en&source=h5_m&u_code=e0ci7bl8idc9f6&_d=e0ci7bl8idc9f6&share_music_id=6908761262444890886,270009082,66500,134.0,251.0,350.0,0,0,875.0,0,0,1731.0,0.02219626168224299,1.0,0.647,0.035,0.016,0.0017507680398655464,0.013157894736842105,0.5054881571346043,0.4,0.7171428571428572,0.38285714285714284
171,+148,Seventeen,MARINA,https://www.tiktok.com/music/seventeen-by-marina-6986756805573577478?_r=1&language=en&source=h5_m&u_code=e0ci1ka751549c&_d=e0ci1ka751549c&share_music_id=6986756805573577478,411801171,12556,132.0,187.0,281.0,0,0,1278.0,0,0,4567.0,-0.6114320462146549,0.303,0.174,0.035,0.016,0.00789314894241598,0.10178400764574705,0.2798335887891395,0.21987480438184664,0.6654804270462633,0.4697508896797153
172,+524,Let Me Down Slowly,Alec Benjamin,https://m.tiktok.com/h5/share/music/6577362581793704709.html?language=en&source=h5_m&u_code=e0chm0jfglaj72&_d=e0chm0jfglaj72&share_music_id=6577362581793704709,394195,819603,130.0,60.0,131.0,0,0,583.0,0,0,1031.0,0.3013392857142857,1.0,1.0,1.0,0.78,0.00010471012502980402,0.0007113199927281867,0.565470417070805,0.22469982847341338,0.4580152671755725,0.9923664122137404
173,-9,Timeless (feat. DJ SPINKING),A Boogie Wit da Hoodie,https://www.tiktok.com/music/Timeless-by-aboogie-7001454158431750917?_r=1&language=en&source=h5_m&u_code=e0ci5kclgcbd2a&_d=e0ci5kclgcbd2a&share_music_id=7001454158431750917,418286419,16055,129.0,284.0,353.0,0,0,776.0,0,0,1965.0,-0.3473507148864592,0.303,0.174,0.035,0.016,0.007458309959712377,0.04833385238243538,0.39491094147582695,0.45489690721649484,0.8045325779036827,0.3654390934844193
174,-24,Photograph,Ed Sheeran,https://www.tiktok.com/music/sad-6938037206971992838?_r=1&language=en&source=h5_m&u_code=e0ci001f6m713g&_d=e0ci001f6m713g&share_music_id=6938037206971992838,353887880,18599,127.0,305.0,484.0,0,0,942.0,0,0,904.0,-25.789473684210527,0.303,0.174,0.035,0.016,0.008635616680085062,0.05064788429485456,1.0420353982300885,0.5138004246284501,0.6301652892561983,0.26239669421487605
175,-64,"Bae (Remix) [feat. G-Eazy, Rich the Kid & E-40]",O.T. Genasis,https://m.tiktok.com/h5/share/music/6727883155723911170.html?language=en&source=h5_m&u_code=e0ci4jm2hg276c&_d=e0ci4jm2hg276c&share_music_id=6727883155723911170,1912071,168841,127.0,413.0,746.0,0,0,1554.0,0,0,3905.0,-0.3390046788600595,1.0,1.0,0.273,0.13,0.0014296265725001654,0.009203925586794677,0.3979513444302177,0.4800514800514801,0.5536193029490617,0.17024128686327078
176,+57,Stronger (What Doesn't Kill You),Kelly Clarkson,https://m.tiktok.com/h5/share/music/6696420860565129218.html?language=en&source=h5_m&u_code=e0chhe2i3e7i72&_d=e0chhe2i3e7i72&share_music_id=6696420860565129218,109414362,30413,126.0,216.0,307.0,0,0,605.0,0,0,1252.0,-0.06491499227202473,0.671,0.382,0.035,0.016,0.00328875246656435,0.01989280899615296,0.48322683706070285,0.5074380165289256,0.7035830618892508,0.41042345276872966
177,+79,Undercover Pressure,Killumantii,https://www.tiktok.com/music/Alicepallace-6994439836778171141?_r=1&language=en&source=h5_m&u_code=e0ci713dbg5c0e&_d=e0ci713dbg5c0e&share_music_id=6994439836778171141,413527605,106395,124.0,202.0,309.0,0,0,1080.0,0,0,743.0,-4.204747774480712,1.0,1.0,0.273,0.13,0.0015641627483981286,0.010150852953616242,1.4535666218034993,0.2861111111111111,0.6537216828478964,0.40129449838187703
178,+132,Yung and Bhad (feat. City Girls),Bhad Bhabie,https://www.tiktok.com/music/original-sound-7046991031866247982?_r=1&language=en&source=h5_m&u_code=e0ci0747emd85m&_d=e0ci0747emd85m&share_music_id=7046991031866247982,448575374,35033,124.0,182.0,396.0,0,0,1041.0,0,0,1887.0,0.23049645390070922,0.671,0.382,0.035,0.016,0.005546645668926584,0.029714840293437617,0.5516693163751988,0.3804034582132565,0.4595959595959596,0.31313131313131315
179,-10,nan,nan,https://www.tiktok.com/music/original-sound-6986556953732418305?_r=1&language=en&source=h5_m&u_code=e0chifa2178j70&_d=e0chifa2178j70&share_music_id=6986556953732418305,409993826,29238,124.0,272.0,499.0,0,0,928.0,0,0,2900.0,-0.5294117647058824,0.496,0.283,0.035,0.016,0.0044554558514293355,0.031739517066830834,0.32,0.5377155172413793,0.5450901803607214,0.24849699398797595
180,+69,Attention,Charlie Puth,https://m.tiktok.com/h5/share/music/6704957757679732738.html?language=en&source=h5_m&u_code=e0chi55fgjf5l5&_d=e0chi55fgjf5l5&share_music_id=6704957757679732738,40807040,40199,123.0,205.0,363.0,0,0,845.0,0,0,1393.0,0.541970802919708,0.82,0.478,0.035,0.016,0.0034403093767264325,0.021020423393616757,0.6066044508255564,0.42958579881656805,0.5647382920110193,0.33884297520661155
181,+45,nan,nan,https://www.tiktok.com/music/original-sound-7050538439334284038?_r=1&language=en&source=h5_m&u_code=e0chbecbeh890g&_d=e0chbecbeh890g&share_music_id=7050538439334284038,451112776,27709,121.0,220.0,321.0,0,0,976.0,0,0,2740.0,-0.4467120181405896,0.496,0.283,0.035,0.016,0.004636773858541937,0.03522321267458227,0.3562043795620438,0.32889344262295084,0.6853582554517134,0.37694704049844235
182,+17,Marry You,Bruno Mars,https://m.tiktok.com/h5/share/music/6563162929061956354.html?language=en&source=h5_m&u_code=e0cheieh4flfdf&_d=e0cheieh4flfdf&share_music_id=6563162929061956354,41845959,29297,121.0,243.0,396.0,0,0,934.0,0,0,1876.0,-0.008492569002123142,0.496,0.283,0.035,0.016,0.004726545469644305,0.03188039731030481,0.4978678038379531,0.42398286937901497,0.6136363636363636,0.3055555555555556
183,+100,2 Phones,Kevin Gates,https://www.tiktok.com/music/original-sound-6961410643333303046?_r=1&language=en&source=h5_m&u_code=e0chlabf3eef89&_d=e0chlabf3eef89&share_music_id=6961410643333303046,396094297,25570,120.0,188.0,283.0,0,0,578.0,0,0,1099.0,0.10940499040307101,0.496,0.283,0.035,0.016,0.0036307259078792,0.022604614782948767,0.5259326660600546,0.48961937716262977,0.6643109540636042,0.42402826855123676
184,+80,Still Think About You,A Boogie Wit da Hoodie,https://m.tiktok.com/h5/share/music/6797944989075720965.html?language=en&source=h5_m&u_code=e0ci5beecjil8d&_d=e0ci5beecjil8d&share_music_id=6797944989075720965,27440999,28085,119.0,195.0,336.0,0,0,710.0,0,0,1240.0,0.33962264150943394,0.496,0.283,0.035,0.016,0.00509393063583815,0.025280398789389355,0.5725806451612904,0.4732394366197183,0.5803571428571429,0.3541666666666667
185,-10,No Idea,Don Toliver,https://www.tiktok.com/music/No-idea-x-body-party-6941441917431466757?_r=1&language=en&source=h5_m&u_code=e0chj2i8jb83a0&_d=e0chj2i8jb83a0&share_music_id=6941441917431466757,342365336,125879,118.0,261.0,507.0,0,0,1790.0,0,0,5162.0,-0.46915776986951363,1.0,1.0,0.273,0.13,0.0018804583976514324,0.014220004925364835,0.34676481983727236,0.28324022346368716,0.514792899408284,0.23274161735700197
186,+282,love nwantiti (feat. ElGrande Toto) - North African Remix,CKay,https://www.tiktok.com/music/NWANTITIDRUMREMIX-DC-KOOLKIDNELLY-7040486494788061957?_r=1&language=en&source=h5_m&u_code=e0chga8fd074j9&_d=e0chga8fd074j9&share_music_id=7040486494788061957,443676179,15880,117.0,145.0,193.0,0,0,428.0,0,0,1055.0,-0.31738437001594894,0.303,0.174,0.035,0.016,0.003878095140899941,0.02695214105793451,0.4056872037914692,0.45093457943925236,0.7512953367875648,0.6062176165803109
187,+3,Bangarang (feat. Sirah),Skrillex,https://m.tiktok.com/h5/share/music/224208839120949248.html?language=en&source=h5_m&u_code=e0chhf53dc2h40&_d=e0chhf53dc2h40&share_music_id=224208839120949248,224356,144739,115.0,243.0,358.0,0,0,726.0,0,0,1002.0,1.6304347826086956,1.0,1.0,0.273,0.13,0.0007881650575539759,0.005015925217114945,0.7245508982035929,0.4931129476584022,0.6787709497206704,0.32122905027932963
188,-5,Feel It In My Bones (feat. Tegan and Sara) [Marcus Schossow Remix],Tiësto,https://www.tiktok.com/music/DN-Remix-7008095960978950145?_r=1&language=en&source=h5_m&u_code=e0chl04idf6aee&_d=e0chl04idf6aee&share_music_id=7008095960978950145,426138877,38802,115.0,253.0,347.0,0,0,436.0,0,0,540.0,3.1923076923076925,0.671,0.382,0.035,0.016,0.0020413145442362353,0.011236534199268079,0.8074074074074075,0.7958715596330275,0.729106628242075,0.3314121037463977
189,-56,Yellow,Coldplay,https://www.tiktok.com/music/original-sound-6975907606896364294?_r=1&language=en&source=h5_m&u_code=e0ci08725caed4&_d=e0ci08725caed4&share_music_id=6975907606896364294,404811666,16650,113.0,339.0,596.0,0,0,1868.0,0,0,3707.0,0.015769439912996192,0.303,0.174,0.035,0.016,0.01627389172420699,0.11219219219219219,0.503911518748314,0.31905781584582443,0.5687919463087249,0.18959731543624161
190,-2,The Lazy Song,Bruno Mars,https://m.tiktok.com/h5/share/music/7059783311257815813.html?language=en&source=h5_m&u_code=e0chfmi59i1c6e&_d=e0chfmi59i1c6e&share_music_id=7059783311257815813,467269866,6423,112.0,243.0,408.0,0,0,1467.0,0,0,5681.0,-0.65187470336972,0.102,0.058,0.035,0.016,0.02517505835278426,0.2283979448855675,0.25822918500264036,0.278118609406953,0.5955882352941176,0.27450980392156865
191,-14,Can't Be Friends,Trey Songz,https://www.tiktok.com/music/cant-be-friends-trey-songz-6992306931251563270?_r=1&language=en&source=h5_m&u_code=e0chdcfd597g0l&_d=e0chdcfd597g0l&share_music_id=6992306931251563270,413033632,14124,112.0,254.0,448.0,0,0,554.0,0,0,485.0,-9.028985507246377,0.303,0.174,0.035,0.016,0.008400302818541785,0.03922401585952988,1.1422680412371133,0.8086642599277978,0.5669642857142857,0.25
192,+138,Let Me Down Slowly,Alec Benjamin,https://m.tiktok.com/h5/share/music/6644762676697828102.html?language=en&source=h5_m&u_code=e0chbmb186m17j&_d=e0chbmb186m17j&share_music_id=6644762676697828102,2403738,48895,111.0,163.0,287.0,0,0,928.0,0,0,1804.0,0.0593607305936073,0.82,0.478,0.035,0.016,0.002421008424121119,0.018979445751099295,0.5144124168514412,0.30926724137931033,0.5679442508710801,0.3867595818815331
193,+156,Satellites - EP Version,Cash Cash,https://www.tiktok.com/music/original-sound-6999128279894461211?_r=1&language=en&source=h5_m&u_code=e0ci0hgf072d62&_d=e0ci0hgf072d62&share_music_id=6999128279894461211,416107290,17854,111.0,159.0,170.0,0,0,370.0,0,0,1072.0,-0.47293447293447294,0.303,0.174,0.035,0.016,0.0028398805213613737,0.0207236473619357,0.3451492537313433,0.4594594594594595,0.9352941176470588,0.6529411764705882
194,-21,Fall Into Me,Forest Blakk,https://www.tiktok.com/music/Fall-Into-Me-7010331107749005314?_r=1&language=en&source=h5_m&u_code=e0chj5dcmabe3a&_d=e0chj5dcmabe3a&share_music_id=7010331107749005314,429366145,2625,110.0,257.0,438.0,0,0,1261.0,0,0,2080.0,0.5396825396825397,0.102,0.058,0.035,0.016,0.07715736040609128,0.4803809523809524,0.60625,0.3473433782712133,0.58675799086758,0.2511415525114155
195,+99,abc (nicer),GAYLE,https://www.tiktok.com/music/original-sound-7040299358629137198?_r=1&language=en&source=h5_m&u_code=e0chaab82i4gm3&_d=e0chaab82i4gm3&share_music_id=7040299358629137198,443424171,168848,110.0,175.0,167.0,0,0,382.0,0,0,1428.0,-0.6347992351816444,1.0,1.0,0.273,0.13,0.00033560150937671695,0.0022623898417511606,0.26750700280112044,0.43717277486910994,1.0479041916167664,0.6586826347305389
196,+5,Ye,Burna Boy,https://www.tiktok.com/music/Ye-6705080759176136705?_r=1&language=en&source=h5_m&u_code=e0chkbk602dlb6&_d=e0chkbk602dlb6&share_music_id=6705080759176136705,8156232,57764,109.0,228.0,332.0,0,0,743.0,0,0,1266.0,0.42065009560229444,1.0,0.58,0.035,0.016,0.0019186305643767948,0.012862682639706392,0.5868878357030016,0.4468371467025572,0.6867469879518072,0.32831325301204817
197,+149,It Will Rain,Bruno Mars,https://m.tiktok.com/h5/share/music/224246092488474624.html?language=en&source=h5_m&u_code=e0chf73fdae6dj&_d=e0chf73fdae6dj&share_music_id=224246092488474624,92991115,47421,108.0,157.0,250.0,0,0,570.0,0,0,1936.0,-0.582723279648609,0.82,0.478,0.035,0.016,0.0015812656059892775,0.01201999114316442,0.2944214876033058,0.43859649122807015,0.628,0.432
198,-31,Paranoid (feat. B.o.B),Ty Dolla $ign,https://m.tiktok.com/h5/share/music/7063990515103992623.html?language=en&source=h5_m&u_code=e0chibjgb49i6l&_d=e0chibjgb49i6l&share_music_id=7063990515103992623,468723937,2572,107.0,259.0,384.0,0,0,963.0,0,0,2083.0,-0.14017857142857143,0.102,0.058,0.035,0.016,0.0622539595349263,0.37441679626749613,0.4623139702352376,0.3987538940809969,0.6744791666666666,0.2786458333333333
199,-40,Thank You,Kehlani,https://m.tiktok.com/h5/share/music/6705009382632982530.html?language=en&source=h5_m&u_code=e0chgaibd8mcm9&_d=e0chgaibd8mcm9&share_music_id=6705009382632982530,41449915,129829,107.0,276.0,385.0,0,0,830.0,0,0,1546.0,0.15921787709497207,1.0,1.0,0.273,0.13,0.0009471160085780533,0.006393024670913278,0.536869340232859,0.463855421686747,0.7168831168831169,0.2779220779220779
200,+41,Photograph,Ed Sheeran,https://m.tiktok.com/h5/share/music/6706683427967470338.html?language=en&source=h5_m&u_code=e0chgdb7c2kffk&_d=e0chgdb7c2kffk&share_music_id=6706683427967470338,116534348,73852,107.0,192.0,250.0,0,0,508.0,0,0,1071.0,-0.09769094138543517,1.0,0.72,0.035,0.016,0.001010765192724585,0.006878622109083031,0.47432306255835666,0.4921259842519685,0.768,0.428
201,+1,Unstoppable,Sia,https://www.tiktok.com/music/nh%E1%BA%A1c-n%E1%BB%81n-Mimami-6952348943309130498?_r=1&language=en&source=h5_m&u_code=e0ci58l94587fd&_d=e0ci58l94587fd&share_music_id=6952348943309130498,393187229,49579,105.0,224.0,444.0,0,0,599.0,0,0,1071.0,0.2690677966101695,0.82,0.478,0.035,0.016,0.0022597676015981834,0.012081728151031687,0.5592903828197946,0.7412353923205343,0.5045045045045045,0.23648648648648649
202,+41,At My Worst,Pink Sweat$,https://m.tiktok.com/h5/share/music/6921286376910489602.html?language=en&source=h5_m&u_code=e0chc4c6jl7hf7&_d=e0chc4c6jl7hf7&share_music_id=6921286376910489602,275849148,50163,105.0,188.0,412.0,0,0,1598.0,0,0,1926.0,3.8719512195121952,1.0,0.58,0.035,0.016,0.0037137925345929624,0.03185614895440863,0.829698857736241,0.25782227784730916,0.4563106796116505,0.25485436893203883
203,+31,Really Really,Kevin Gates,https://www.tiktok.com/music/original-sound-6997148547716008710?_r=1&language=en&source=h5_m&u_code=e0chk9396gkelk&_d=e0chk9396gkelk&share_music_id=6997148547716008710,414621215,1301,105.0,210.0,425.0,0,0,724.0,0,0,1041.0,1.2839116719242902,0.102,0.058,0.035,0.016,0.1462441834699755,0.5564950038431975,0.6954851104707013,0.5870165745856354,0.49411764705882355,0.24705882352941178
204,-68,We Don't Talk About Bruno - Instrumental,Lin-Manuel Miranda,https://m.tiktok.com/h5/share/music/7059213707909532463.html?language=en&source=h5_m&u_code=e0chbdf58i65di&_d=e0chbdf58i65di&share_music_id=7059213707909532463,463593357,4173,104.0,324.0,534.0,0,0,847.0,0,0,1490.0,0.31726283048211507,0.102,0.058,0.035,0.016,0.0385715056373739,0.20297148334531512,0.5684563758389262,0.6304604486422668,0.6067415730337079,0.1947565543071161
205,+16,I Came Thru,YoungBoy Never Broke Again,https://m.tiktok.com/h5/share/music/7061408599800613638.html?language=en&source=h5_m&u_code=e0cheb950070gd&_d=e0cheb950070gd&share_music_id=7061408599800613638,465908509,573,103.0,204.0,286.0,0,0,nan,0,0,nan,nan,0.102,0.058,0.035,0.016,0.0,nan,nan,nan,0.7132867132867133,0.36013986013986016
206,+12,Happy Together,Weezer,https://m.tiktok.com/h5/share/music/6704949276952233986.html?language=en&source=h5_m&u_code=e0ci38bl8dj3f8&_d=e0ci38bl8dj3f8&share_music_id=6704949276952233986,40701375,30908,103.0,208.0,306.0,0,0,702.0,0,0,1194.0,0.4268292682926829,0.671,0.382,0.035,0.016,0.0035307040485406424,0.022712566325870324,0.5879396984924623,0.4358974358974359,0.6797385620915033,0.3366013071895425
207,+86,Wiggle (feat. Snoop Dogg),Jason Derulo,https://m.tiktok.com/h5/share/music/7062333025813203717.html?language=en&source=h5_m&u_code=e0ci896790755k&_d=e0ci896790755k&share_music_id=7062333025813203717,466892273,3461,102.0,167.0,254.0,0,0,713.0,0,0,2389.0,-0.5745823389021479,0.102,0.058,0.035,0.016,0.02774819918571873,0.20600982375036117,0.29845123482628716,0.35624123422159887,0.65748031496063,0.4015748031496063
208,+76,No Idea,Don Toliver,https://www.tiktok.com/music/original-sound-7038601516617435910?_r=1&language=en&source=h5_m&u_code=e0chcci9eh82d0&_d=e0chcci9eh82d0&share_music_id=7038601516617435910,441587477,28237,101.0,169.0,241.0,0,0,483.0,0,0,1222.0,-0.34641407307171856,0.496,0.283,0.035,0.016,0.0028149492380346534,0.017105216559832843,0.395253682487725,0.4989648033126294,0.7012448132780082,0.4190871369294606
209,-30,Here's Your Perfect,Jamie Miller,https://www.tiktok.com/music/original-sound-7036949490837801729?_r=1&language=en&source=h5_m&u_code=e0chl70ahe1hc9&_d=e0chl70ahe1hc9&share_music_id=7036949490837801729,440518886,32763,101.0,242.0,420.0,0,0,1588.0,0,0,3312.0,-0.07888631090487239,0.671,0.382,0.035,0.016,0.005412669610399352,0.04846930989225651,0.47946859903381644,0.26448362720403024,0.5761904761904761,0.24047619047619048
210,+166,love nwantiti (ah ah ah),CKay,https://www.tiktok.com/music/som-original-7023138659553577733?_r=1&language=en&source=h5_m&u_code=e0ci79bfh05j2c&_d=e0ci79bfh05j2c&share_music_id=7023138659553577733,431668433,62800,100.0,143.0,179.0,0,0,344.0,0,0,2107.0,-0.8048780487804879,1.0,0.647,0.035,0.016,0.0012207788057459926,0.005477707006369427,0.16326530612244897,0.5203488372093024,0.7988826815642458,0.5586592178770949
211,+484,love nwantiti (ah ah ah),CKay,https://www.tiktok.com/music/%D0%BE%D1%80%D0%B8%D0%B3%D0%B8%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9-%D0%B7%D0%B2%D1%83%D0%BA-7017300786908564225?_r=1&language=en&source=h5_m&u_code=e0ci08360mmill&_d=e0ci08360mmill&share_music_id=7017300786908564225,431166209,55584,98.0,43.0,65.0,0,0,708.0,0,0,1741.0,-0.31461761858664083,1.0,0.58,0.035,0.016,0.0007896217026984675,0.01273747841105354,0.4066628374497415,0.09180790960451977,0.6615384615384615,1.5076923076923077
212,-21,Walls Talking,Kevin Gates,https://m.tiktok.com/h5/share/music/6740538145382598658.html?language=en&source=h5_m&u_code=e0chmdbhd5e69j&_d=e0chmdbhd5e69j&share_music_id=6740538145382598658,40718106,91081,98.0,226.0,351.0,0,0,684.0,0,0,1211.0,0.29791271347248577,1.0,0.909,0.035,0.016,0.0012188079925593846,0.007509798970147451,0.564822460776218,0.5131578947368421,0.6438746438746439,0.2792022792022792
213,+3,Wiggle (feat. Snoop Dogg),Jason Derulo,https://m.tiktok.com/h5/share/music/6705081709160826882.html?language=en&source=h5_m&u_code=e0chi8km5j8dh5&_d=e0chi8km5j8dh5&share_music_id=6705081709160826882,234126207,25764,97.0,202.0,274.0,0,0,557.0,0,0,1274.0,-0.22315202231520223,0.496,0.283,0.035,0.016,0.0035391979910539403,0.02161931377115355,0.43720565149136575,0.4919210053859964,0.7372262773722628,0.354014598540146
