1 Day Song Growth Rank,Change in 1 Day Song Growth Rank,1 Day Video Count Change,Song Title,Song Artist,Aggregate Video Count,Change in Video Count over Past 7 Days,Aggregate Video Views,Aggregate Video Engagements,Aggregate Sound Count,Top Performing Sound URLs
313,+3668,20.0,Locked out of Heaven - Sultan and Ned Shepard Remix,Bruno Mars,755.0,26.0,1729766.0,169564.0,1.0,['https://m.tiktok.com/h5/share/music/7048339229525052165.html?language=en&source=h5_m&u_code=e0ci50h3a4km27&_d=e0ci50h3a4km27&share_music_id=7048339229525052165']
314,+17,20.0,Stand Still,Sabrina Claudio,16227.0,92.0,54813435.0,5709953.0,9.0,"['https://m.tiktok.com/h5/share/music/6704962803712657409.html?language=en&source=h5_m&u_code=e0ci0baijb2h8k&_d=e0ci0baijb2h8k&share_music_id=6704962803712657409', 'https://m.tiktok.com/h5/share/music/7062098093633768239.html?language=en&source=h5_m&u_code=e0ci3451ii78el&_d=e0ci3451ii78el&share_music_id=7062098093633768239', 'https://m.tiktok.com/h5/share/music/6954718395594328837.html?language=en&source=h5_m&u_code=e0chb83da0dad2&_d=e0chb83da0dad2&share_music_id=6954718395594328837']"
315,+1233,20.0,Baddest Thing,YoungBoy Never Broke Again,4035.0,18.0,6921337.0,944531.0,6.0,"['https://m.tiktok.com/h5/share/music/7011346427766900738.html?language=en&source=h5_m&u_code=e0chb83da0dad2&_d=e0chb83da0dad2&share_music_id=7011346427766900738', 'https://m.tiktok.com/h5/share/music/7011594191708998405.html?language=en&source=h5_m&u_code=e0chdjc51fgegj&_d=e0chdjc51fgegj&share_music_id=7011594191708998405', 'https://m.tiktok.com/h5/share/music/7015473909785332485.html?language=en&source=h5_m&u_code=e0ci4amccfhe60&_d=e0ci4amccfhe60&share_music_id=7015473909785332485']"
316,+369,20.0,Euphoria (feat. Travis Scott & Kaash Paige),Don Toliver,9910.0,37.0,25672248.0,3412531.0,4.0,"['https://m.tiktok.com/h5/share/music/6811479917218335490.html?language=en&source=h5_m&u_code=e0chb2d4582d8j&_d=e0chb2d4582d8j&share_music_id=6811479917218335490', 'https://m.tiktok.com/h5/share/music/6803571285294057474.html?language=en&source=h5_m&u_code=e0chk08f57dj6a&_d=e0chk08f57dj6a&share_music_id=6803571285294057474', 'https://m.tiktok.com/h5/share/music/6973264570810927873.html?language=en&source=h5_m&u_code=e0ci32eccbeab0&_d=e0ci32eccbeab0&share_music_id=6973264570810927873']"
317,+55,19.0,Thinking out Loud,Jasmine Thompson,852.0,88.0,811749.0,76308.0,3.0,"['https://www.tiktok.com/music/Thinking-Out-Loud-2098?enter_from=h5_t&source=h5_t', 'https://m.tiktok.com/h5/share/music/212000395836157952.html?language=en&source=h5_m&u_code=e0chmm9cg8d7h2&_d=e0chmm9cg8d7h2&share_music_id=212000395836157952', 'https://m.tiktok.com/h5/share/music/6705023369357559809.html?language=en&source=h5_m&u_code=e0chhe2i3e7i72&_d=e0chhe2i3e7i72&share_music_id=6705023369357559809']"
318,-8,19.0,Red Down,Killumantii,50123.0,91.0,12954990.0,3110166.0,3.0,"['https://m.tiktok.com/h5/share/music/6852399977184938757.html?language=en&source=h5_m&u_code=e0chcifhghc328&_d=e0chcifhghc328&share_music_id=6852399977184938757', 'https://m.tiktok.com/h5/share/music/6742026301282077446.html?language=en&source=h5_m&u_code=e0ci29a9g3agca&_d=e0ci29a9g3agca&share_music_id=6742026301282077446', 'https://m.tiktok.com/h5/share/music/6972320893817064197.html?language=en&source=h5_m&u_code=e0chf333lj5189&_d=e0chf333lj5189&share_music_id=6972320893817064197']"
319,+207,19.0,Survivor,YoungBoy Never Broke Again,4789.0,28.0,6016025.0,920461.0,5.0,"['https://m.tiktok.com/h5/share/music/6638315032000104454.html?language=en&source=h5_m&u_code=e0ci523ajk715c&_d=e0ci523ajk715c&share_music_id=6638315032000104454', 'https://m.tiktok.com/h5/share/music/6994139753591442182.html?language=en&source=h5_m&u_code=e0chj5dcmabe3a&_d=e0chj5dcmabe3a&share_music_id=6994139753591442182', 'https://m.tiktok.com/h5/share/music/6704946969158092801.html?language=en&source=h5_m&u_code=e0chke7ak6feee&_d=e0chke7ak6feee&share_music_id=6704946969158092801']"
320,+3,19.0,Young Right Now,Robin Schulz,1266.0,91.0,2796236.0,250276.0,2.0,"['https://m.tiktok.com/h5/share/music/7028498809613223938.html?language=en&source=h5_m&u_code=e0ci728l9hilhk&_d=e0ci728l9hilhk&share_music_id=7028498809613223938', 'https://m.tiktok.com/h5/share/music/7034276180048153349.html?language=en&source=h5_m&u_code=e0chlhkh3cc9ii&_d=e0chlhkh3cc9ii&share_music_id=7034276180048153349']"
321,-133,19.0,Freaks & Geeks,Oliver Tree,1976.0,540.0,8989718.0,952546.0,4.0,"['https://m.tiktok.com/h5/share/music/7059293719078995969.html?language=en&source=h5_m&u_code=e0ci3bkbbd0f2f&_d=e0ci3bkbbd0f2f&share_music_id=7059293719078995969', 'https://m.tiktok.com/h5/share/music/7057716837923948546.html?language=en&source=h5_m&u_code=e0ci6b4c692jb0&_d=e0ci6b4c692jb0&share_music_id=7057716837923948546', 'https://m.tiktok.com/h5/share/music/7063559199418075905.html?language=en&source=h5_m&u_code=e0che7633mbibh&_d=e0che7633mbibh&share_music_id=7063559199418075905']"
322,+107,19.0,Solo (feat. Demi Lovato) - Acoustic,Clean Bandit,3752.0,56.0,19970351.0,1960539.0,7.0,"['https://m.tiktok.com/h5/share/music/6964015914891102981.html?language=en&source=h5_m&u_code=e0chcihj486fce&_d=e0chcihj486fce&share_music_id=6964015914891102981', 'https://m.tiktok.com/h5/share/music/6984740985536301830.html?language=en&source=h5_m&u_code=e0ci2b39f948ef&_d=e0ci2b39f948ef&share_music_id=6984740985536301830', 'https://m.tiktok.com/h5/share/music/7046425291534764805.html?language=en&source=h5_m&u_code=e0ci0654jed170&_d=e0ci0654jed170&share_music_id=7046425291534764805']"
323,+3862,18.0,Boys Like You - Sunrise Mix,Anna Clendening,9713.0,2.0,3900460.0,636647.0,1.0,['https://m.tiktok.com/h5/share/music/6704955079721486337.html?language=en&source=h5_m&u_code=e0ci1da97g3fj1&_d=e0ci1da97g3fj1&share_music_id=6704955079721486337']
324,+58,18.0,"If I'm Lyin', I'm Flyin'",Kodak Black,31448.0,68.0,15590668.0,1343835.0,6.0,"['https://m.tiktok.com/h5/share/music/6609129762340211461.html?language=en&source=h5_m&u_code=e0chfh390jlc1e&_d=e0chfh390jlc1e&share_music_id=6609129762340211461', 'https://m.tiktok.com/h5/share/music/6635344595834112005.html?language=en&source=h5_m&u_code=e0chh11bci7blf&_d=e0chh11bci7blf&share_music_id=6635344595834112005', 'https://m.tiktok.com/h5/share/music/6704958430429317122.html?language=en&source=h5_m&u_code=e0chje2l6a04i2&_d=e0chje2l6a04i2&share_music_id=6704958430429317122']"
325,-119,18.0,Bring It On,YoungBoy Never Broke Again,1333.0,174.0,3139577.0,537734.0,4.0,"['https://m.tiktok.com/h5/share/music/7055863178718169903.html?language=en&source=h5_m&u_code=e0chh3l596k281&_d=e0chh3l596k281&share_music_id=7055863178718169903', 'https://m.tiktok.com/h5/share/music/7064038583706897198.html?language=en&source=h5_m&u_code=e0ci46if6m61cf&_d=e0ci46if6m61cf&share_music_id=7064038583706897198', 'https://m.tiktok.com/h5/share/music/7056062629420354351.html?language=en&source=h5_m&u_code=e0ci3518hc5a05&_d=e0ci3518hc5a05&share_music_id=7056062629420354351']"
326,-74,18.0,Wake up In the Sky,Bruno Mars,7016.0,188.0,6015159.0,962684.0,9.0,"['https://m.tiktok.com/h5/share/music/7060928795217316614.html?language=en&source=h5_m&u_code=e0ci7bh6idhicd&_d=e0ci7bh6idhicd&share_music_id=7060928795217316614', 'https://m.tiktok.com/h5/share/music/7060928795217316614.html?language=en&source=h5_m&u_code=e0ci7bh6idhicd&_d=e0ci7bh6idhicd&share_music_id=7060928795217316614', 'https://m.tiktok.com/h5/share/music/7001803464326138630.html?language=en&source=h5_m&u_code=e0ci6d1154i11i&_d=e0ci6d1154i11i&share_music_id=7001803464326138630']"
327,+137,18.0,Still Hold Up,Kevin Gates,2375.0,51.0,2302388.0,190454.0,1.0,['https://m.tiktok.com/h5/share/music/6821251712167184386.html?language=en&source=h5_m&u_code=e0ci6cbah0h3m5&_d=e0ci6cbah0h3m5&share_music_id=6821251712167184386']
328,-44,18.0,Fly As Me,Bruno Mars,3692.0,121.0,24516770.0,3020902.0,5.0,"['https://m.tiktok.com/h5/share/music/7029271903688722433.html?language=en&source=h5_m&u_code=e0chj5940dgcjj&_d=e0chj5940dgcjj&share_music_id=7029271903688722433', 'https://m.tiktok.com/h5/share/music/7040863998610459439.html?language=en&source=h5_m&u_code=e0ci42985hfmhf&_d=e0ci42985hfmhf&share_music_id=7040863998610459439', 'https://m.tiktok.com/h5/share/music/7061690973768010501.html?language=en&source=h5_m&u_code=e0ci2ma1k0ak6j&_d=e0ci2ma1k0ak6j&share_music_id=7061690973768010501']"
329,+447,18.0,ABG,Quando Rondo,8056.0,29.0,14168398.0,2306151.0,6.0,"['https://m.tiktok.com/h5/share/music/6705069942686877697.html?language=en&source=h5_m&u_code=e0chkha37e54cf&_d=e0chkha37e54cf&share_music_id=6705069942686877697', 'https://m.tiktok.com/h5/share/music/7012113452672092934.html?language=en&source=h5_m&u_code=e0chk502738c7j&_d=e0chk502738c7j&share_music_id=7012113452672092934', 'https://m.tiktok.com/h5/share/music/7031999821732907781.html?language=en&source=h5_m&u_code=e0chji22gc2kde&_d=e0chji22gc2kde&share_music_id=7031999821732907781']"
330,-12,18.0,Rumors (feat. Lil Durk),Gucci Mane,389.0,68.0,2539739.0,296932.0,18.0,"['https://m.tiktok.com/h5/share/music/7057275324782119727.html?language=en&source=h5_m&u_code=e0ci67827hb27h&_d=e0ci67827hb27h&share_music_id=7057275324782119727', 'https://m.tiktok.com/h5/share/music/7057234421468089135.html?language=en&source=h5_m&u_code=e0chdb227a1dlm&_d=e0chdb227a1dlm&share_music_id=7057234421468089135', 'https://m.tiktok.com/h5/share/music/7057020024015407919.html?language=en&source=h5_m&u_code=e0ci5km92d8hd5&_d=e0ci5km92d8hd5&share_music_id=7057020024015407919']"
331,+92,17.0,Call Me,Shinedown,19567.0,67.0,20356902.0,1285085.0,6.0,"['https://m.tiktok.com/h5/share/music/222936117912969216.html?language=en&source=h5_m&u_code=e0chfam469hj45&_d=e0chfam469hj45&share_music_id=222936117912969216', 'https://m.tiktok.com/h5/share/music/6705031569062496257.html?language=en&source=h5_m&u_code=e0chljj0266c60&_d=e0chljj0266c60&share_music_id=6705031569062496257', 'https://m.tiktok.com/h5/share/music/7013528535012854533.html?language=en&source=h5_m&u_code=e0chjeek16f9c2&_d=e0chjeek16f9c2&share_music_id=7013528535012854533']"
332,-25,17.0,Strapped Up (feat. Mike Sherm and G-BO Lean),AzChike,4248.0,113.0,1116008.0,148730.0,2.0,"['https://m.tiktok.com/h5/share/music/6901686921773288193.html?language=en&source=h5_m&u_code=e0ci3m92f1h40d&_d=e0ci3m92f1h40d&share_music_id=6901686921773288193', 'https://m.tiktok.com/h5/share/music/6987930329084349189.html?language=en&source=h5_m&u_code=e0chd7dh5hfi01&_d=e0chd7dh5hfi01&share_music_id=6987930329084349189']"
333,+8,17.0,The Rain (Supa Dupa Fly),Missy Elliott,3631.0,79.0,11259742.0,1074332.0,21.0,"['https://m.tiktok.com/h5/share/music/229909655492452352.html?language=en&source=h5_m&u_code=e0chhm798667jj&_d=e0chhm798667jj&share_music_id=229909655492452352', 'https://m.tiktok.com/h5/share/music/6704950013820143617.html?language=en&source=h5_m&u_code=e0ci3l409mj949&_d=e0ci3l409mj949&share_music_id=6704950013820143617', 'https://m.tiktok.com/h5/share/music/6972383738399345414.html?language=en&source=h5_m&u_code=e0ci21ea8ka2k2&_d=e0ci21ea8ka2k2&share_music_id=6972383738399345414']"
334,+100,17.0,free love - dream edit,HONNE,872.0,48.0,1966663.0,229493.0,1.0,['https://m.tiktok.com/h5/share/music/6893172780242569217.html?language=en&source=h5_m&u_code=e0chh4f3ghaied&_d=e0chh4f3ghaied&share_music_id=6893172780242569217']
335,+71,17.0,That's How I Knew,Nipsey Hussle,3698.0,53.0,5147668.0,810232.0,1.0,['https://m.tiktok.com/h5/share/music/6753881665933690882.html?language=en&source=h5_m&u_code=e0ci7he935dfbg&_d=e0ci7he935dfbg&share_music_id=6753881665933690882']
336,+146,17.0,Dirty,Tank,2837.0,42.0,1864951.0,237302.0,4.0,"['https://m.tiktok.com/h5/share/music/6750580878390331394.html?language=en&source=h5_m&u_code=e0ci0654jed170&_d=e0ci0654jed170&share_music_id=6750580878390331394', 'https://m.tiktok.com/h5/share/music/6937787476710869766.html?language=en&source=h5_m&u_code=e0chg49h7946h8&_d=e0chg49h7946h8&share_music_id=6937787476710869766', 'https://m.tiktok.com/h5/share/music/7002634300013267713.html?language=en&source=h5_m&u_code=e0ci178a6b6hj9&_d=e0ci178a6b6hj9&share_music_id=7002634300013267713']"
337,+78,17.0,Sweet Dreams (Are Made of This),Weezer,35683.0,53.0,301281826.0,19908623.0,7.0,"['https://m.tiktok.com/h5/share/music/6704949338470090753.html?language=en&source=h5_m&u_code=e0ci7109med216&_d=e0ci7109med216&share_music_id=6704949338470090753', 'https://m.tiktok.com/h5/share/music/7001417475929737990.html?language=en&source=h5_m&u_code=e0chm5i5c3fie8&_d=e0chm5i5c3fie8&share_music_id=7001417475929737990', 'https://m.tiktok.com/h5/share/music/7038786698817407749.html?language=en&source=h5_m&u_code=e0ci170igigd9f&_d=e0ci170igigd9f&share_music_id=7038786698817407749']"
338,-84,17.0,War Outside (feat. Lex Amor),Kojey Radical,222.0,113.0,3081881.0,202700.0,1.0,['https://m.tiktok.com/h5/share/music/7009166298147997697.html?language=en&source=h5_m&u_code=e0chhe902jmiig&_d=e0chhe902jmiig&share_music_id=7009166298147997697']
339,+97,17.0,Nancy Mulligan,Ed Sheeran,3622.0,52.0,13400894.0,2710492.0,2.0,"['https://m.tiktok.com/h5/share/music/6705004418066024450.html?language=en&source=h5_m&u_code=e0chj8fg61e2jl&_d=e0chj8fg61e2jl&share_music_id=6705004418066024450', 'https://m.tiktok.com/h5/share/music/7047221095606438661.html?language=en&source=h5_m&u_code=e0ci2m8b59ka27&_d=e0ci2m8b59ka27&share_music_id=7047221095606438661']"
340,+60,17.0,I'm Still Here,Sia,19243.0,50.0,48834618.0,4786166.0,2.0,"['https://m.tiktok.com/h5/share/music/6612079529949137669.html?language=en&source=h5_m&u_code=e0chgmhg05f741&_d=e0chgmhg05f741&share_music_id=6612079529949137669', 'https://m.tiktok.com/h5/share/music/6704957974055487489.html?language=en&source=h5_m&u_code=e0chik54klmdkh&_d=e0chik54klmdkh&share_music_id=6704957974055487489']"
341,+102,17.0,abcdefu (chill),GAYLE,5470.0,21.0,23377794.0,1901881.0,2.0,"['https://m.tiktok.com/h5/share/music/7007712893776955393.html?language=en&source=h5_m&u_code=e0ci02k1115ehe&_d=e0ci02k1115ehe&share_music_id=7007712893776955393', 'https://m.tiktok.com/h5/share/music/7041018043090094854.html?language=en&source=h5_m&u_code=e0ci5e02d14f0k&_d=e0ci5e02d14f0k&share_music_id=7041018043090094854']"
342,+1,16.0,Bags,Kevin Gates,5772.0,72.0,6403030.0,728641.0,7.0,"['https://m.tiktok.com/h5/share/music/6740538145609107457.html?language=en&source=h5_m&u_code=e0chlh2f5fk5mh&_d=e0chlh2f5fk5mh&share_music_id=6740538145609107457', 'https://m.tiktok.com/h5/share/music/7046915770911312686.html?language=en&source=h5_m&u_code=e0ci3miafd86lj&_d=e0ci3miafd86lj&share_music_id=7046915770911312686', 'https://m.tiktok.com/h5/share/music/6743043688873592834.html?language=en&source=h5_m&u_code=e0ci0d60debgmm&_d=e0ci0d60debgmm&share_music_id=6743043688873592834']"
343,+531,16.0,Gal Policy (Remix) [feat. Tiwa Savage],Kranium,14953.0,30.0,26404904.0,2664487.0,19.0,"['https://m.tiktok.com/h5/share/music/6970946228611844865.html?language=en&source=h5_m&u_code=e0chi0e5j9dg23&_d=e0chi0e5j9dg23&share_music_id=6970946228611844865', 'https://m.tiktok.com/h5/share/music/6838703298644543489.html?language=en&source=h5_m&u_code=e0chlk69gc612f&_d=e0chlk69gc612f&share_music_id=6838703298644543489', 'https://m.tiktok.com/h5/share/music/6831841044682770434.html?language=en&source=h5_m&u_code=e0chf40i9abe62&_d=e0chf40i9abe62&share_music_id=6831841044682770434']"
344,+105,16.0,DEVIL,Shinedown,13712.0,55.0,22006758.0,1299087.0,6.0,"['https://m.tiktok.com/h5/share/music/6704951500671551489.html?language=en&source=h5_m&u_code=e0chiej2hmm8di&_d=e0chiej2hmm8di&share_music_id=6704951500671551489', 'https://m.tiktok.com/h5/share/music/6704951553708525570.html?language=en&source=h5_m&u_code=e0ci511k605elh&_d=e0ci511k605elh&share_music_id=6704951553708525570', 'https://m.tiktok.com/h5/share/music/7029711389845441286.html?language=en&source=h5_m&u_code=e0chh11bci7blf&_d=e0chh11bci7blf&share_music_id=7029711389845441286']"
345,+43,16.0,"Not About Angels (From ""The Fault In Our Stars"")",Birdy,443.0,61.0,1090572.0,329581.0,1.0,['https://m.tiktok.com/h5/share/music/7063302720845040430.html?language=en&source=h5_m&u_code=e0ci7k6jmi972b&_d=e0ci7k6jmi972b&share_music_id=7063302720845040430']
346,+22,16.0,Northern Lights,Jaymes Young,3122.0,76.0,2071146.0,172111.0,2.0,"['https://m.tiktok.com/h5/share/music/6704962063233452033.html?language=en&source=h5_m&u_code=e0chgb7fle8bf7&_d=e0chgb7fle8bf7&share_music_id=6704962063233452033', 'https://m.tiktok.com/h5/share/music/6704959545833179138.html?language=en&source=h5_m&u_code=e0ci3j0aea6cm0&_d=e0ci3j0aea6cm0&share_music_id=6704959545833179138']"
347,-94,16.0,Marea (We’ve Lost Dancing),Fred again..,10719.0,169.0,72930179.0,7287640.0,21.0,"['https://m.tiktok.com/h5/share/music/6930965374481483777.html?language=en&source=h5_m&u_code=e0chikfaa6a32m&_d=e0chikfaa6a32m&share_music_id=6930965374481483777', 'https://m.tiktok.com/h5/share/music/7013777982447684357.html?language=en&source=h5_m&u_code=e0ci4j86da2806&_d=e0ci4j86da2806&share_music_id=7013777982447684357', 'https://m.tiktok.com/h5/share/music/7040894466857683717.html?language=en&source=h5_m&u_code=e0chmi7lf3gm7a&_d=e0chmi7lf3gm7a&share_music_id=7040894466857683717']"
348,+3876,16.0,Mood Swings,A Boogie Wit da Hoodie,4949.0,7.0,7071622.0,1033853.0,12.0,"['https://m.tiktok.com/h5/share/music/6793185756111177730.html?language=en&source=h5_m&u_code=e0chkkh6488lle&_d=e0chkkh6488lle&share_music_id=6793185756111177730', 'https://m.tiktok.com/h5/share/music/6970003153055927041.html?language=en&source=h5_m&u_code=e0chg6j1hg20m4&_d=e0chg6j1hg20m4&share_music_id=6970003153055927041', 'https://m.tiktok.com/h5/share/music/7058663724697389829.html?language=en&source=h5_m&u_code=e0ci384jkm62jf&_d=e0ci384jkm62jf&share_music_id=7058663724697389829']"
349,-206,16.0,Symphony (feat. Zara Larsson),Clean Bandit,90178.0,853.0,222299577.0,31660189.0,12.0,"['https://m.tiktok.com/h5/share/music/6955820968451705601.html?language=en&source=h5_m&u_code=e0ci233l0859ml&_d=e0ci233l0859ml&share_music_id=6955820968451705601', 'https://m.tiktok.com/h5/share/music/7045033933129403141.html?language=en&source=h5_m&u_code=e0ci407al446hm&_d=e0ci407al446hm&share_music_id=7045033933129403141', 'https://m.tiktok.com/h5/share/music/7043964371801738031.html?language=en&source=h5_m&u_code=e0ci2b89ckff5g&_d=e0ci2b89ckff5g&share_music_id=7043964371801738031']"
350,-59,16.0,Feel It Still (Ofenbach Remix),Portugal. The Man,46746.0,125.0,92668013.0,7871880.0,7.0,"['https://m.tiktok.com/h5/share/music/6766720607401806597.html?language=en&source=h5_m&u_code=e0chj7a7ecg07m&_d=e0chj7a7ecg07m&share_music_id=6766720607401806597', 'https://m.tiktok.com/h5/share/music/238831861140099072.html?language=en&source=h5_m&u_code=e0chejcdg4dke3&_d=e0chejcdg4dke3&share_music_id=238831861140099072', 'https://m.tiktok.com/h5/share/music/6779963396226861825.html?language=en&source=h5_m&u_code=e0chd510ek4lcc&_d=e0chd510ek4lcc&share_music_id=6779963396226861825']"
351,-134,16.0,Small Bump,Ed Sheeran,15479.0,183.0,52099484.0,6567630.0,3.0,"['https://m.tiktok.com/h5/share/music/222548280063262720.html?language=en&source=h5_m&u_code=e0ci0m75847fj0&_d=e0ci0m75847fj0&share_music_id=222548280063262720', 'https://m.tiktok.com/h5/share/music/6705588174879459330.html?language=en&source=h5_m&u_code=e0ci31e5khi3g3&_d=e0ci31e5khi3g3&share_music_id=6705588174879459330', 'https://m.tiktok.com/h5/share/music/7054821042560240389.html?language=en&source=h5_m&u_code=e0ci8e2ekl7h4c&_d=e0ci8e2ekl7h4c&share_music_id=7054821042560240389']"
352,+239,16.0,Day 1 ◑,HONNE,139308.0,13.0,16872048.0,1532483.0,8.0,"['https://www.tiktok.com/share/music/6549074936332290818?enter_from=h5_t', 'https://m.tiktok.com/h5/share/music/6704984926195812353.html?language=en&source=h5_m&u_code=e0chclfhgd3dbg&_d=e0chclfhgd3dbg&share_music_id=6704984926195812353', 'https://m.tiktok.com/h5/share/music/6593613754783500294.html?language=en&source=h5_m&u_code=e0chb23k4gcdfg&_d=e0chb23k4gcdfg&share_music_id=6593613754783500294']"
353,+178,15.0,June,Briston Maroney,673.0,34.0,2904841.0,437510.0,2.0,"['https://m.tiktok.com/h5/share/music/6625692246194784261.html?language=en&source=h5_m&u_code=e0ci58ibg4e3kl&_d=e0ci58ibg4e3kl&share_music_id=6625692246194784261', 'https://m.tiktok.com/h5/share/music/6704971127573186561.html?language=en&source=h5_m&u_code=e0chfc5j35a6k1&_d=e0chfc5j35a6k1&share_music_id=6704971127573186561']"
354,+3582,15.0,Cash Machine,Oliver Tree,2472.0,13.0,5077185.0,578278.0,1.0,['https://m.tiktok.com/h5/share/music/7045966555905084165.html?language=en&source=h5_m&u_code=e0chbhlbhck35e&_d=e0chbhlbhck35e&share_music_id=7045966555905084165']
355,-300,15.0,Mine,Slayyyter,124934.0,1902.0,308719190.0,57508472.0,140.0,"['https://www.tiktok.com/share/music/6517177686811478797?enter_from=h5_t', 'https://m.tiktok.com/h5/share/music/6894210759107119874.html?language=en&source=h5_m&u_code=e0ci95bc810ke1&_d=e0ci95bc810ke1&share_music_id=6894210759107119874', 'https://m.tiktok.com/h5/share/music/6529035372658168832.html?language=en&source=h5_m&u_code=e0ch9icebc5j6i&_d=e0ch9icebc5j6i&share_music_id=6529035372658168832']"
356,-60,15.0,A Sky Full of Stars - Hardwell Remix,Coldplay,95270.0,211.0,75226998.0,6998446.0,6.0,"['https://m.tiktok.com/h5/share/music/6767652993325222657.html?language=en&source=h5_m&u_code=e0chf7cfbah5mf&_d=e0chf7cfbah5mf&share_music_id=6767652993325222657', 'https://m.tiktok.com/h5/share/music/6931329111935699713.html?language=en&source=h5_m&u_code=e0chbgiefh5meg&_d=e0chbgiefh5meg&share_music_id=6931329111935699713', 'https://m.tiktok.com/h5/share/music/6787590001044622085.html?language=en&source=h5_m&u_code=e0ci6m4hjajgk0&_d=e0ci6m4hjajgk0&share_music_id=6787590001044622085']"
357,-19,15.0,free love,HONNE,5767.0,85.0,29776099.0,5990986.0,9.0,"['https://m.tiktok.com/h5/share/music/6844076025769363457.html?language=en&source=h5_m&u_code=e0chidijh0iia6&_d=e0chidijh0iia6&share_music_id=6844076025769363457', 'https://m.tiktok.com/h5/share/music/7021869179813038854.html?language=en&source=h5_m&u_code=e0chek6d5ffkhb&_d=e0chek6d5ffkhb&share_music_id=7021869179813038854', 'https://m.tiktok.com/h5/share/music/7049609634063092507.html?language=en&source=h5_m&u_code=e0ci54h5873369&_d=e0ci54h5873369&share_music_id=7049609634063092507']"
358,+171,15.0,All In,YoungBoy Never Broke Again,6578.0,21.0,9336763.0,1478710.0,4.0,"['https://m.tiktok.com/h5/share/music/6855912015060273153.html?language=en&source=h5_m&u_code=e0ci878k386h2c&_d=e0ci878k386h2c&share_music_id=6855912015060273153', 'https://m.tiktok.com/h5/share/music/6878429688822253570.html?language=en&source=h5_m&u_code=e0ci3954eibbmj&_d=e0ci3954eibbmj&share_music_id=6878429688822253570', 'https://m.tiktok.com/h5/share/music/7023651843574139653.html?language=en&source=h5_m&u_code=e0ci8l81c2081i&_d=e0ci8l81c2081i&share_music_id=7023651843574139653']"
359,-5,15.0,17,Pink Sweat$,8523.0,69.0,18264065.0,3183614.0,15.0,"['https://m.tiktok.com/h5/share/music/6798712312120231938.html?language=en&source=h5_m&u_code=e0chi8b77jhe36&_d=e0chi8b77jhe36&share_music_id=6798712312120231938', 'https://m.tiktok.com/h5/share/music/6849271168008980482.html?language=en&source=h5_m&u_code=e0ci6i6aa120de&_d=e0ci6i6aa120de&share_music_id=6849271168008980482', 'https://m.tiktok.com/h5/share/music/6977370712856218370.html?language=en&source=h5_m&u_code=e0chmkm6hl0445&_d=e0chmkm6hl0445&share_music_id=6977370712856218370']"
360,+237,15.0,Plug Daughter 2,Kevin Gates,2363.0,30.0,2596231.0,314269.0,7.0,"['https://m.tiktok.com/h5/share/music/6928255032844355585.html?language=en&source=h5_m&u_code=e0ci16haddiagf&_d=e0ci16haddiagf&share_music_id=6928255032844355585', 'https://m.tiktok.com/h5/share/music/6989758748101217029.html?language=en&source=h5_m&u_code=e0chibf9579bfm&_d=e0chibf9579bfm&share_music_id=6989758748101217029', 'https://m.tiktok.com/h5/share/music/7047034439720815365.html?language=en&source=h5_m&u_code=e0ci26h8emac01&_d=e0ci26h8emac01&share_music_id=7047034439720815365']"
361,+4030,15.0,Must Have Been The Wind,Alec Benjamin,16433.0,-7.0,6505938.0,1369163.0,8.0,"['https://m.tiktok.com/h5/share/music/6816857762929085189.html?language=en&source=h5_m&u_code=e0chedajd70l87&_d=e0chedajd70l87&share_music_id=6816857762929085189', 'https://m.tiktok.com/h5/share/music/6703942399002938118.html?language=en&source=h5_m&u_code=e0ci0b01b13i59&_d=e0ci0b01b13i59&share_music_id=6703942399002938118', 'https://m.tiktok.com/h5/share/music/6765604345582078725.html?language=en&source=h5_m&u_code=e0ci8gaga6a996&_d=e0ci8gaga6a996&share_music_id=6765604345582078725']"
362,+3853,15.0,Hero,Faouzia,5736.0,-5.0,50806311.0,7766199.0,8.0,"['https://m.tiktok.com/h5/share/music/6823777077989246978.html?language=en&source=h5_m&u_code=e0chfdkjh88jk4&_d=e0chfdkjh88jk4&share_music_id=6823777077989246978', 'https://m.tiktok.com/h5/share/music/6975773785718786049.html?language=en&source=h5_m&u_code=e0chckgd492b4f&_d=e0chckgd492b4f&share_music_id=6975773785718786049', 'https://m.tiktok.com/h5/share/music/6979247590760007682.html?language=en&source=h5_m&u_code=e0chi60c124i99&_d=e0chi60c124i99&share_music_id=6979247590760007682']"
363,-41,14.0,Skeezers,A Boogie Wit da Hoodie,2417.0,87.0,6232323.0,973345.0,9.0,"['https://m.tiktok.com/h5/share/music/6993768868535683846.html?language=en&source=h5_m&u_code=e0ci0djbmec620&_d=e0ci0djbmec620&share_music_id=6993768868535683846', 'https://m.tiktok.com/h5/share/music/7048764921068555014.html?language=en&source=h5_m&u_code=e0ci7f49a0i838&_d=e0ci7f49a0i838&share_music_id=7048764921068555014', 'https://m.tiktok.com/h5/share/music/7054276645590518574.html?language=en&source=h5_m&u_code=e0chhh6gchl89d&_d=e0chhh6gchl89d&share_music_id=7054276645590518574']"
